#TFM v1.0.8 by tritical
field = bottom
crc32 = 9569f592
10513 p + [95]
10514 p - [12]
10515 c - [22]
10516 c - [17]
10517 c - [15]
10518 p - [18]
10519 p - [20]
10520 c - [34]
10521 c - [10]
10522 c - [14]
10523 p - [19]
10524 p - [18]
10525 c - [37]
10526 c - [15]
10527 l + [92]
10528 p - [9]
10529 p - [8]
10530 c - [17]
10531 c - [12]
10532 c - [9]
10533 p - [17]
10534 p + [95]
10535 c - [11]
10536 c - [16]
10537 c - [22]
10538 p - [47]
10539 p - [27]
10540 c - [27]
10541 l + [92]
10542 c - [11]
10543 p - [13]
10544 p - [14]
10545 c - [8]
10546 c - [5]
10547 c - [13]
10548 p - [22]
10549 p - [18]
10550 c - [16]
10551 c - [9]
10552 c - [31]
10553 p - [16]
10554 p - [14]
10555 c - [13]
10556 c - [14]
10557 c - [4]
10558 l + [89]
10559 p - [7]
10560 c - [10]
10561 c - [8]
10562 c - [12]
10563 p - [15]
10564 c - [11]
10565 c - [3]
10566 c - [6]
10567 c - [5]
10568 c - [12]
10569 c - [11]
10570 c - [2]
10571 c - [7]
10572 c - [9]
10573 c - [7]
10574 p + [97]
10575 l + [96]
10576 l + [94]
10577 c - [16]
10578 p - [9]
10579 c - [14]
10580 p - [7]
10581 c - [12]
10582 c - [8]
10583 c - [16]
10584 c - [12]
10585 c - [16]
10586 c - [8]
10587 c - [14]
10588 l + [91]
10589 p - [12]
10590 c - [10]
10591 c - [15]
10592 c - [7]
10593 p - [10]
10594 c - [36]
10595 p - [26]
10596 c - [27]
10597 c - [36]
10598 c - [19]
10599 c - [17]
10600 c - [4]
10601 c - [19]
10602 c - [7]
10603 c - [15]
10604 c - [10]
10605 c - [28]
10606 c - [13]
10607 c - [26]
10608 c - [22]
10609 c - [25]
10610 c - [11]
10611 c - [33]
10612 c - [29]
10613 c - [10]
10614 c - [13]
10615 c - [5]
10616 c - [11]
10617 c - [17]
10618 c - [16]
10619 c - [29]
10620 c - [8]
10621 c - [11]
10622 c - [9]
10623 c - [17]
10624 c - [18]
10625 c - [23]
10626 c - [18]
10627 p - [8]
10628 c - [23]
10629 c - [14]
10630 c - [15]
10631 p - [16]
10632 c - [26]
10633 c - [17]
10634 c - [6]
10635 c - [10]
10636 c - [13]
10637 l + [96]
10638 c - [8]
10639 c - [20]
10640 c - [8]
10641 p - [9]
10642 c - [17]
10643 c - [17]
10644 c - [13]
10645 c - [13]
10646 p - [18]
10647 c - [31]
10648 c - [9]
10649 c - [17]
10650 c - [9]
10651 p + [99]
10652 c - [12]
10653 c - [20]
10654 c - [16]
10655 c - [7]
10656 c - [12]
10657 p - [26]
10658 c - [12]
10659 l + [94]
10660 c - [10]
10661 p - [15]
10662 c - [12]
10663 l + [98]
10664 l + [100]
10665 c - [19]
10666 c - [27]
10667 c - [26]
10668 c - [12]
10669 c - [30]
10670 c - [33]
10671 p - [37]
10672 p - [28]
10673 c - [18]
10674 c - [18]
10675 c - [18]
10676 p + [96]
10677 p - [34]
10678 c - [8]
10679 c - [25]
10680 c - [10]
10681 p - [17]
10682 p - [9]
10683 c - [19]
10684 c - [17]
10685 c - [14]
10686 p - [13]
10687 p - [27]
10688 p - [10]
10689 c - [38]
10690 c - [32]
10691 p - [35]
10692 p - [17]
10693 c - [18]
10694 c - [26]
10695 c - [44]
10696 p - [20]
10697 p - [37]
10698 c - [19]
10699 c - [23]
10700 c - [27]
10701 p - [23]
10702 p - [17]
10703 c - [7]
10704 c - [12]
10705 c - [16]
10706 p - [18]
10707 p - [39]
10708 c - [14]
10709 c - [12]
10710 c - [10]
10711 p - [15]
10712 p - [63]
10713 c - [29]
10714 c - [36]
10715 c - [47]
10716 p - [15]
10717 p - [35]
10718 p - [20]
10719 c - [10]
10720 c - [19]
10721 p - [37]
10722 p - [39]
10723 p - [22]
10724 c - [24]
10725 c - [25]
10726 p - [23]
10727 p - [29]
10728 c - [50]
10729 c - [28]
10730 c - [42]
10731 p - [20]
10732 p - [20]
10733 c - [47]
10734 c - [8]
10735 c - [10]
10736 p - [17]
10737 c - [72]
10738 c - [35]
10739 c - [15]
10740 c - [13]
10741 c - [45]
10742 p - [45]
10743 p - [20]
10744 c - [40]
10745 c - [27]
10746 c - [16]
10747 p - [30]
10748 p - [29]
10749 p - [25]
10750 c - [35]
10751 c - [39]
10752 p - [22]
10753 p - [22]
10754 c - [31]
10755 c - [13]
10756 c - [26]
10757 p - [21]
10758 p - [17]
10759 c - [15]
10760 c - [8]
10761 c - [29]
10762 p - [15]
10763 p - [24]
10764 c - [62]
10765 c - [49]
10766 c - [26]
10767 p - [29]
10768 p - [15]
10769 c - [9]
10770 c - [10]
10771 c - [12]
10772 p - [12]
10773 p - [28]
10774 c - [21]
10775 c - [45]
10776 c - [12]
10777 p - [20]
10778 p - [19]
10779 c - [17]
10780 c - [34]
10781 c - [17]
10782 p - [17]
10783 p - [8]
10784 c - [31]
10785 c - [21]
10786 c - [17]
10787 p - [16]
10788 p - [63]
10789 c - [30]
10790 c - [26]
10791 c - [13]
10792 c - [18]
10793 c - [36]
10794 c - [24]
10795 p - [21]
10796 c - [32]
10797 p - [46]
10798 c - [18]
10799 p - [26]
10800 c - [17]
10801 c - [22]
10802 c - [32]
10803 c - [37]
10804 c - [27]
10805 c - [21]
10806 c - [36]
10807 l + [97]
10808 c - [20]
10809 c - [15]
10810 p - [11]
10811 c - [18]
10812 c - [18]
10813 c - [27]
10814 p - [42]
10815 c - [34]
10816 c - [14]
10817 c - [17]
10818 c - [11]
10819 c - [38]
10820 c - [18]
10821 c - [17]
10822 c - [35]
10823 c - [18]
10824 c - [42]
10825 p - [28]
10826 c - [18]
10827 p - [8]
10828 p - [19]
10829 p - [17]
10830 c - [14]
10831 c - [26]
10832 c - [30]
10833 c - [16]
10834 c - [14]
10835 c - [19]
10836 c - [19]
10837 c - [32]
10838 c - [17]
10839 c - [19]
10840 c - [27]
10841 c - [29]
10842 c - [15]
10843 c - [22]
10844 c - [26]
10845 p - [17]
10846 c - [43]
10847 c - [21]
10848 c - [27]
10849 c - [45]
10850 c - [26]
10851 p - [23]
10852 c - [27]
10853 c - [21]
10854 c - [16]
10855 p - [20]
10856 c - [20]
10857 c - [23]
10858 p - [28]
10859 p - [26]
10860 c - [17]
10861 c - [11]
10862 l + [96]
10863 c - [24]
10864 c - [19]
10865 p - [35]
10866 c - [14]
10867 c - [23]
10868 c - [51]
10869 c - [18]
10870 p - [33]
10871 c - [37]
10872 l + [95]
10873 c - [24]
10874 p - [36]
10875 c - [11]
10876 c - [28]
10877 c - [31]
10878 c - [27]
10879 c - [20]
10880 c - [33]
10881 c - [32]
10882 c - [35]
10883 l + [96]
10884 c - [43]
10885 p - [40]
10886 c - [28]
10887 c - [37]
10888 c - [21]
10889 p - [26]
10890 p - [17]
10891 c - [21]
10892 c - [37]
10893 c - [41]
10894 c - [10]
10895 c - [16]
10896 p - [21]
10897 c - [30]
10898 c - [17]
10899 c - [20]
10900 p - [23]
10901 c - [8]
10902 l + [96]
10903 l + [96]
10904 p + [96]
10905 l + [96]
10906 c - [32]
10907 p - [51]
10908 c - [36]
10909 c - [48]
10910 c - [19]
10911 p - [15]
10912 c - [22]
10913 c - [12]
10914 c - [28]
10915 p - [18]
10916 c - [16]
10917 p - [9]
10918 c - [14]
10919 p - [17]
10920 p - [14]
10921 p - [18]
10922 c - [11]
10923 c - [16]
10924 c - [29]
10925 c - [26]
10926 c - [23]
10927 c - [32]
10928 c - [47]
10929 p - [35]
10930 p - [25]
10931 c - [34]
10932 c - [32]
10933 c - [34]
10934 p + [103]
10935 l + [106]
10936 p - [31]
10937 c - [19]
10938 c - [20]
10939 c - [25]
10940 c - [14]
10941 l + [92]
10942 c - [24]
10943 p - [39]
10944 p + [85]
10945 p - [29]
10946 c - [29]
10947 c - [27]
10948 p + [97]
10949 p - [32]
10950 c - [22]
10951 p - [10]
10952 l + [96]
10953 l + [97]
10954 c - [18]
10955 c - [29]
10956 p - [18]
10957 c - [21]
10958 c - [22]
10959 l + [116]
10960 p + [98]
10961 c - [24]
10962 c - [23]
10963 c - [21]
10964 p - [15]
10965 c - [23]
10966 c - [9]
10967 c - [17]
10968 c - [24]
10969 c - [20]
10970 c - [25]
10971 p - [33]
10972 l + [82]
10973 c - [23]
10974 p - [24]
10975 p - [18]
10976 l + [97]
10977 l + [119]
10978 l + [123]
10979 u - [7]
10980 c - [4]
10981 c - [17]
10982 c - [19]
10983 c - [13]
10984 l + [88]
10985 c - [4]
10986 p - [7]
10987 c - [13]
10988 c - [31]
10989 p - [6]
10990 c - [26]
10991 c - [22]
10992 c - [21]
10993 p - [15]
10994 c - [21]
10995 l + [88]
10996 c - [26]
10997 c - [26]
10998 c - [38]
10999 p - [5]
11000 c - [48]
11001 c - [10]
11002 c - [17]
11003 c - [14]
11004 c - [19]
11005 c - [29]
11006 c - [10]
11007 c - [35]
11008 c - [25]
11009 p - [11]
11010 c - [8]
11011 c - [6]
11012 c - [12]
11013 c - [22]
11014 c - [23]
11015 c - [15]
11016 c - [33]
11017 c - [21]
11018 c - [13]
11019 c - [20]
11020 c - [32]
11021 c - [29]
11022 c - [23]
11023 c - [16]
11024 c - [34]
11025 p - [6]
11026 c - [10]
11027 c - [7]
11028 c - [16]
11029 c - [14]
11030 p - [7]
11031 c - [26]
11032 c - [4]
11033 c - [21]
11034 c - [8]
11035 c - [24]
11036 c - [24]
11037 c - [11]
11038 c - [18]
11039 c - [6]
11040 p - [4]
11041 c - [16]
11042 c - [24]
11043 p - [11]
11044 c - [33]
11045 c - [43]
11046 c - [22]
11047 c - [17]
11048 c - [12]
11049 c - [9]
11050 p - [7]
11051 c - [25]
11052 c - [24]
11053 c - [33]
11054 c - [36]
11055 c - [13]
11056 p - [7]
11057 c - [24]
11058 c - [8]
11059 c - [18]
11060 c - [21]
11061 c - [12]
11062 c - [17]
11063 c - [16]
11064 c - [37]
11065 c - [33]
11066 c - [7]
11067 c - [12]
11068 p - [8]
11069 p - [27]
11070 c - [27]
11071 c - [25]
11072 c - [28]
11073 c - [19]
11074 c - [21]
11075 c - [28]
11076 c - [13]
11077 p - [13]
11078 c - [18]
11079 c - [22]
11080 c - [8]
11081 p - [7]
11082 c - [17]
11083 c - [7]
11084 c - [13]
11085 c - [8]
11086 c - [34]
11087 c - [26]
11088 c - [4]
11089 c - [16]
11090 c - [13]
11091 c - [33]
11092 c - [25]
11093 c - [14]
11094 c - [9]
11095 c - [14]
11096 c - [19]
11097 c - [27]
11098 p - [10]
11099 c - [5]
11100 p - [19]
11101 c - [28]
11102 c - [23]
11103 c - [46]
11104 c - [13]
11105 c - [14]
11106 c - [27]
11107 c - [11]
11108 c - [41]
11109 c - [14]
11110 c - [15]
11111 c - [14]
11112 c - [11]
11113 c - [25]
11114 c - [7]
11115 c - [30]
11116 c - [14]
11117 c - [41]
11118 c - [10]
11119 c - [10]
11120 c - [17]
11121 c - [7]
11122 c - [11]
11123 p - [2]
11124 c - [12]
11125 c - [14]
11126 c - [30]
11127 c - [17]
11128 c - [13]
11129 c - [37]
11130 c - [12]
11131 c - [32]
11132 c - [34]
11133 c - [27]
11134 c - [43]
11135 c - [59]
11136 c - [27]
11137 c - [10]
11138 c - [14]
11139 c - [2]
11140 c - [18]
11141 c - [15]
11142 c - [29]
11143 c - [16]
11144 c - [31]
11145 c - [10]
11146 c - [24]
11147 c - [18]
11148 c - [16]
11149 c - [8]
11150 c - [10]
11151 c - [8]
11152 c - [27]
11153 c - [29]
11154 c - [8]
11155 c - [4]
11156 c - [15]
11157 c - [15]
11158 l + [92]
11159 c - [18]
11160 c - [43]
11161 c - [17]
11162 c - [5]
11163 c - [10]
11164 c - [14]
11165 c - [7]
11166 c - [8]
11167 c - [10]
11168 c - [19]
11169 c - [13]
11170 c - [16]
11171 c - [9]
11172 c - [6]
11173 c - [6]
11174 c - [20]
11175 c - [8]
11176 p - [4]
11177 c - [12]
11178 c - [13]
11179 p - [5]
11180 c - [3]
11181 c - [11]
11182 c - [6]
11183 p - [6]
11184 c - [20]
11185 c - [30]
11186 c - [10]
11187 c - [15]
11188 c - [8]
11189 c - [12]
11190 c - [18]
11191 p - [4]
11192 c - [43]
11193 c - [25]
11194 c - [9]
11195 c - [6]
11196 c - [11]
11197 c - [9]
11198 c - [10]
11199 c - [20]
11200 c - [10]
11201 c - [13]
11202 c - [13]
11203 c - [18]
11204 c - [13]
11205 c - [4]
11206 c - [33]
11207 p - [20]
11208 c - [46]
11209 c - [7]
11210 c - [8]
11211 p - [20]
11212 c - [10]
11213 c - [21]
11214 c - [4]
11215 c - [6]
11216 p - [7]
11217 c - [3]
11218 c - [16]
11219 c - [8]
11220 p - [21]
11221 p - [29]
11222 p - [9]
11223 c - [20]
11224 c - [14]
11225 c - [20]
11226 c - [29]
11227 c - [17]
11228 c - [29]
11229 p - [26]
11230 c - [24]
11231 c - [11]
11232 c - [41]
11233 p - [38]
11234 c - [16]
11235 c - [43]
11236 c - [28]
11237 c - [23]
11238 c - [18]
11239 c - [16]
11240 c - [10]
11241 c - [8]
11242 c - [15]
11243 c - [8]
11244 p - [16]
11245 c - [11]
11246 c - [14]
11247 c - [10]
11248 p + [81]
11249 p - [9]
11250 c - [12]
11251 p - [9]
11252 c - [29]
11253 p - [38]
11254 c - [23]
11255 c - [21]
11256 c - [41]
11257 c - [19]
11258 c - [34]
11259 p - [43]
11260 l + [90]
11261 c - [33]
11262 c - [32]
11263 p - [33]
11264 c - [20]
11265 p - [12]
11266 c - [32]
11267 c - [21]
11268 c - [31]
11269 c - [19]
11270 c - [10]
11271 l + [90]
11272 c - [7]
11273 c - [11]
11274 c - [12]
11275 c - [12]
11276 p - [27]
11277 c - [12]
11278 l + [87]
11279 p + [86]
11280 c - [16]
11281 c - [13]
11282 c - [9]
11283 c - [32]
11284 c - [42]
11285 c - [15]
11286 c - [33]
11287 c - [40]
11288 c - [14]
11289 c - [23]
11290 c - [23]
11291 c - [21]
11292 c - [25]
11293 c - [23]
11294 c - [24]
11295 c - [31]
11296 c - [22]
11297 l + [85]
11298 c - [34]
11299 c - [26]
11300 c - [7]
11301 c - [9]
11302 c - [52]
11303 c - [29]
11304 c - [28]
11305 c - [21]
11306 c - [38]
11307 c - [11]
11308 c - [12]
11309 l + [93]
11310 c - [28]
11311 l + [93]
11312 c - [10]
11313 c - [10]
11314 c - [25]
11315 c - [22]
11316 l + [95]
11317 c - [45]
11318 c - [30]
11319 c - [18]
11320 c - [12]
11321 p - [5]
11322 c - [7]
11323 c - [19]
11324 c - [26]
11325 c - [11]
11326 c - [9]
11327 c - [16]
11328 l + [89]
11329 c - [17]
11330 c - [7]
11331 p - [10]
11332 c - [12]
11333 c - [5]
11334 c - [40]
11335 c - [26]
11336 c - [34]
11337 c - [43]
11338 c - [31]
11339 c - [23]
11340 c - [12]
11341 c - [9]
11342 c - [22]
11343 c - [28]
11344 c - [9]
11345 c - [24]
11346 c - [14]
11347 c - [15]
11348 c - [24]
11349 c - [10]
11350 c - [19]
11351 c - [20]
11352 c - [17]
11353 c - [14]
11354 c - [36]
11355 c - [27]
11356 p - [31]
11357 c - [14]
11358 c - [37]
11359 c - [8]
11360 c - [6]
11361 c - [12]
11362 c - [8]
11363 c - [12]
11364 p - [15]
11365 c - [8]
11366 c - [20]
11367 c - [9]
11368 c - [6]
11369 c - [9]
11370 c - [11]
11371 c - [19]
11372 c - [5]
11373 c - [15]
11374 c - [5]
11375 c - [17]
11376 c - [8]
11377 c - [13]
11378 c - [32]
11379 c - [8]
11380 c - [28]
11381 c - [18]
11382 c - [22]
11383 c - [16]
11384 l + [81]
11385 l + [84]
11386 c - [80]
11387 c - [10]
11388 c - [8]
11389 c - [24]
11390 c - [29]
11391 c - [8]
11392 c - [25]
11393 c - [9]
11394 c - [26]
11395 c - [21]
11396 c - [27]
11397 c - [8]
11398 c - [10]
11399 c - [10]
11400 c - [7]
11401 c - [7]
11402 c - [9]
11403 c - [10]
11404 c - [7]
11405 c - [13]
11406 c - [9]
11407 c - [15]
11408 c - [13]
11409 c - [14]
11410 c - [15]
11411 c - [12]
11412 l + [103]
11413 c - [19]
11414 c - [16]
11415 c - [20]
11416 c - [7]
11417 c - [9]
11418 c - [10]
11419 c - [6]
11420 c - [17]
11421 c - [7]
11422 c - [6]
11423 c - [25]
11424 c - [49]
11425 c - [33]
11426 c - [21]
11427 p - [26]
11428 c - [20]
11429 c - [19]
11430 c - [16]
11431 p - [11]
11432 c - [16]
11433 c - [19]
11434 c - [23]
11435 c - [29]
11436 c - [23]
11437 c - [14]
11438 c - [11]
11439 c - [9]
11440 c - [16]
11441 l + [91]
11442 p + [91]
11443 c - [21]
11444 c - [13]
11445 c - [23]
11446 u - [4]
11447 c - [9]
11448 p - [15]
11449 c - [12]
11450 c - [13]
11451 c - [6]
11452 c - [8]
11453 c - [10]
11454 c - [16]
11455 p - [24]
11456 c - [13]
11457 p - [14]
11458 p - [3]
11459 c - [8]
11460 p - [9]
11461 p - [14]
11462 c - [4]
11463 c - [9]
11464 p - [16]
11465 c - [8]
11466 p - [9]
11467 c - [5]
11468 c - [17]
11469 c - [29]
11470 c - [18]
11471 c - [15]
11472 c - [22]
11473 p - [27]
11474 c - [32]
11475 c - [41]
11476 c - [34]
11477 p - [41]
11478 c - [29]
11479 c - [23]
11480 c - [11]
11481 p - [20]
11482 p - [8]
11483 c - [35]
11484 c - [40]
11485 p - [34]
11486 c - [13]
11487 c - [40]
11488 c - [23]
11489 c - [19]
11490 c - [12]
11491 p - [25]
11492 c - [37]
11493 p - [25]
11494 c - [58]
11495 c - [38]
11496 c - [21]
11497 c - [19]
11498 c - [25]
11499 l + [92]
11500 c - [16]
11501 c - [28]
11502 c - [30]
11503 c - [11]
11504 c - [26]
11505 c - [28]
11506 c - [21]
11507 c - [7]
11508 c - [10]
11509 c - [29]
11510 c - [26]
11511 c - [17]
11512 c - [11]
11513 p - [13]
11514 c - [18]
11515 c - [34]
11516 c - [22]
11517 c - [16]
11518 c - [14]
11519 c - [15]
11520 c - [19]
11521 c - [15]
11522 c - [21]
11523 c - [28]
11524 c - [27]
11525 c - [22]
11526 c - [18]
11527 c - [21]
11528 c - [25]
11529 c - [16]
11530 c - [18]
11531 c - [31]
11532 c - [26]
11533 c - [17]
11534 l + [90]
11535 c - [8]
11536 l + [89]
11537 c - [24]
11538 c - [11]
11539 c - [16]
11540 c - [11]
11541 p - [16]
11542 c - [20]
11543 c - [16]
11544 p - [8]
11545 c - [19]
11546 c - [18]
11547 c - [12]
11548 c - [9]
11549 c - [5]
11550 c - [32]
11551 c - [22]
11552 c - [18]
11553 c - [22]
11554 c - [24]
11555 c - [24]
11556 c - [15]
11557 c - [19]
11558 c - [15]
11559 p - [26]
11560 c - [22]
11561 c - [14]
11562 c - [18]
11563 c - [14]
11564 c - [28]
11565 c - [30]
11566 c - [36]
11567 c - [24]
11568 c - [7]
11569 c - [19]
11570 c - [16]
11571 c - [19]
11572 c - [26]
11573 c - [12]
11574 c - [25]
11575 c - [8]
11576 c - [9]
11577 c - [14]
11578 c - [24]
11579 c - [12]
11580 c - [24]
11581 c - [17]
11582 c - [11]
11583 c - [19]
11584 c - [11]
11585 c - [37]
11586 c - [15]
11587 c - [24]
11588 c - [16]
11589 c - [19]
11590 c - [11]
11591 c - [14]
11592 p + [90]
11593 c - [9]
11594 c - [9]
11595 c - [12]
11596 p - [11]
11597 c - [31]
11598 p - [38]
11599 c - [21]
11600 c - [10]
11601 c - [21]
11602 c - [19]
11603 p - [22]
11604 c - [20]
11605 c - [9]
11606 c - [20]
11607 p - [19]
11608 c - [20]
11609 c - [17]
11610 c - [14]
11611 c - [15]
11612 p - [15]
11613 c - [26]
11614 c - [14]
11615 c - [18]
11616 c - [24]
11617 c - [16]
11618 c - [11]
11619 c - [13]
11620 c - [32]
11621 c - [17]
11622 p - [19]
11623 c - [23]
11624 c - [16]
11625 c - [33]
11626 c - [16]
11627 p - [10]
11628 c - [13]
11629 c - [25]
11630 c - [8]
11631 c - [17]
11632 c - [25]
11633 c - [21]
11634 c - [13]
11635 c - [35]
11636 l + [87]
11637 p - [15]
11638 c - [11]
11639 c - [15]
11640 c - [16]
11641 l + [91]
11642 c - [19]
11643 c - [15]
11644 c - [27]
11645 c - [21]
11646 p + [86]
11647 l + [94]
11648 l + [105]
11649 l + [94]
11650 l + [90]
11651 c - [14]
11652 c - [23]
11653 c - [16]
11654 c - [9]
11655 l + [89]
11656 c - [17]
11657 p - [26]
11658 c - [25]
11659 p - [26]
11660 c - [18]
11661 c - [23]
11662 l + [111]
11663 c - [11]
11664 c - [22]
11665 c - [26]
11666 c - [10]
11667 p - [24]
11668 c - [20]
11669 c - [25]
11670 c - [57]
11671 p - [36]
11672 c - [49]
11673 c - [36]
11674 c - [24]
11675 c - [12]
11676 c - [28]
11677 c - [14]
11678 c - [25]
11679 c - [44]
11680 c - [12]
11681 c - [34]
11682 p - [49]
11683 c - [51]
11684 c - [8]
11685 p - [9]
11686 p - [29]
11687 l + [82]
11688 c - [28]
11689 p - [17]
11690 c - [12]
11691 c - [30]
11692 l + [84]
11693 c - [42]
11694 c - [11]
11695 l + [88]
11696 c - [28]
11697 p - [13]
11698 c - [12]
11699 c - [11]
11700 c - [15]
11701 p - [19]
11702 c - [13]
11703 c - [20]
11704 l + [96]
11705 c - [15]
11706 c - [27]
11707 c - [17]
11708 c - [13]
11709 c - [9]
11710 c - [10]
11711 c - [18]
11712 p - [22]
11713 c - [31]
11714 c - [17]
11715 c - [9]
11716 p + [81]
11717 c - [15]
11718 c - [36]
11719 c - [21]
11720 c - [9]
11721 p - [10]
11722 c - [32]
11723 c - [24]
11724 c - [14]
11725 c - [14]
11726 c - [23]
11727 p - [10]
11728 c - [36]
11729 c - [20]
11730 c - [37]
11731 p - [25]
11732 c - [37]
11733 c - [24]
11734 c - [27]
11735 c - [10]
11736 l + [81]
11737 l + [85]
11738 p - [17]
11739 c - [51]
11740 c - [10]
11741 c - [19]
11742 p - [21]
11743 c - [30]
11744 c - [13]
11745 p - [23]
11746 p - [36]
11747 c - [18]
11748 c - [32]
11749 c - [12]
11750 c - [15]
11751 p - [11]
11752 c - [25]
11753 c - [10]
11754 c - [46]
11755 c - [12]
11756 c - [65]
11757 p - [26]
11758 c - [27]
11759 c - [17]
11760 p - [10]
11761 p - [17]
11762 c - [65]
11763 c - [16]
11764 c - [57]
11765 c - [33]
11766 c - [12]
11767 c - [29]
11768 c - [58]
11769 c - [29]
11770 c - [50]
11771 c - [10]
11772 p - [14]
11773 c - [12]
11774 c - [12]
11775 c - [15]
11776 p - [16]
11777 c - [17]
11778 c - [19]
11779 c - [26]
11780 l + [96]
11781 c - [10]
11782 c - [15]
11783 c - [24]
11784 c - [29]
11785 c - [19]
11786 c - [19]
11787 c - [10]
11788 c - [17]
11789 c - [16]
11790 c - [19]
11791 p - [18]
11792 c - [13]
11793 c - [15]
11794 c - [16]
11795 c - [7]
11796 c - [8]
11797 c - [11]
11798 c - [9]
11799 c - [33]
11800 c - [16]
11801 p - [10]
11802 p - [9]
11803 c - [8]
11804 c - [9]
11805 c - [13]
11806 p - [13]
11807 c - [16]
11808 c - [30]
11809 c - [12]
11810 c - [39]
11811 c - [16]
11812 c - [11]
11813 c - [16]
11814 c - [29]
11815 c - [22]
11816 c - [9]
11817 p - [14]
11818 c - [11]
11819 c - [31]
11820 c - [18]
11821 p - [15]
11822 p - [16]
11823 c - [26]
11824 c - [21]
11825 c - [9]
11826 c - [21]
11827 c - [14]
11828 c - [19]
11829 c - [47]
11830 c - [20]
11831 c - [13]
11832 p - [33]
11833 c - [44]
11834 c - [16]
11835 c - [37]
11836 c - [46]
11837 c - [17]
11838 c - [71]
11839 c - [22]
11840 c - [70]
11841 c - [8]
11842 c - [62]
11843 c - [28]
11844 c - [32]
11845 c - [11]
11846 c - [31]
11847 c - [36]
11848 c - [25]
11849 c - [16]
11850 c - [9]
11851 p - [29]
11852 c - [29]
11853 c - [18]
11854 p - [14]
11855 c - [19]
11856 c - [46]
11857 c - [11]
11858 c - [10]
11859 p - [16]
11860 p - [34]
11861 l + [82]
11862 c - [55]
11863 c - [47]
11864 c - [16]
11865 c - [19]
11866 c - [17]
11867 c - [7]
11868 c - [52]
11869 c - [66]
11870 c - [43]
11871 c - [16]
11872 c - [14]
11873 c - [19]
11874 c - [10]
11875 c - [34]
11876 c - [15]
11877 p - [21]
11878 c - [59]
11879 c - [23]
11880 c - [9]
11881 p - [41]
11882 c - [52]
11883 c - [23]
11884 c - [25]
11885 c - [14]
11886 c - [64]
11887 c - [14]
11888 c - [43]
11889 c - [48]
11890 c - [41]
11891 c - [61]
11892 c - [7]
11893 c - [6]
11894 c - [60]
11895 c - [33]
11896 c - [21]
11897 p - [42]
11898 p - [10]
11899 c - [25]
11900 c - [64]
11901 c - [24]
11902 c - [14]
11903 c - [39]
11904 c - [20]
11905 c - [25]
11906 c - [26]
11907 c - [23]
11908 c - [58]
11909 c - [44]
11910 c - [18]
11911 c - [8]
11912 c - [9]
11913 c - [40]
11914 c - [41]
11915 c - [35]
11916 c - [27]
11917 c - [33]
11918 c - [11]
11919 c - [25]
11920 c - [21]
11921 p - [11]
11922 p - [21]
11923 c - [63]
11924 c - [71]
11925 c - [26]
11926 p - [69]
11927 p - [37]
11928 c - [12]
11929 c - [26]
11930 c - [8]
11931 p - [23]
11932 p - [31]
11933 c - [22]
11934 c - [37]
11935 c - [18]
11936 p - [27]
11937 p - [24]
11938 c - [23]
11939 c - [11]
11940 c - [22]
11941 p - [32]
11942 p - [12]
11943 c - [27]
11944 c - [14]
11945 c - [30]
11946 p - [39]
11947 p - [22]
11948 c - [22]
11949 c - [26]
11950 c - [34]
11951 p - [41]
11952 p - [15]
11953 c - [75]
11954 c - [22]
11955 c - [9]
11956 p - [13]
11957 p - [44]
11958 c - [14]
11959 c - [23]
11960 c - [14]
11961 p - [24]
11962 p - [22]
11963 c - [23]
11964 c - [17]
11965 c - [22]
11966 p - [24]
11967 p - [16]
11968 c - [54]
11969 c - [34]
11970 c - [34]
11971 p - [41]
11972 p - [31]
11973 c - [42]
11974 c - [39]
11975 c - [75]
11976 p - [65]
11977 p - [29]
11978 c - [29]
11979 c - [23]
11980 c - [44]
11981 p - [21]
11982 p - [36]
11983 c - [12]
11984 c - [37]
11985 c - [32]
11986 p - [25]
11987 p - [25]
11988 c - [22]
11989 c - [35]
11990 c - [16]
11991 p - [20]
11992 p - [26]
11993 c - [15]
11994 c - [24]
11995 c - [29]
11996 p - [26]
11997 p - [23]
11998 c - [35]
11999 c - [29]
12000 c - [33]
12001 p - [38]
12002 p - [42]
12003 c - [25]
12004 c - [32]
12005 c - [16]
12006 p - [36]
12007 p - [42]
12008 c - [50]
12009 c - [33]
12010 c - [18]
12011 p - [20]
12012 p - [11]
12013 c - [19]
12014 c - [25]
12015 c - [20]
12016 p - [29]
12017 p - [30]
12018 c - [27]
12019 c - [14]
12020 c - [19]
12021 p - [14]
12022 p - [12]
12023 c - [23]
12024 c - [18]
12025 c - [35]
12026 p - [16]
12027 p - [27]
12028 c - [15]
12029 c - [39]
12030 c - [23]
12031 u - [18]
12032 p - [18]
12033 c - [27]
12034 c - [40]
12035 c - [25]
12036 p - [10]
12037 p - [22]
12038 c - [14]
12039 c - [40]
12040 c - [21]
12041 p - [50]
12042 p - [47]
12043 c - [57]
12044 c - [30]
12045 c - [36]
12046 p - [16]
12047 p - [23]
12048 c - [18]
12049 c - [56]
